Helység.megnevezése;IRSZ;Településrész;Helység.KSH.kódja;Helység.jogállása;Vármegye.megnevezése;Járás.kódja;Járás.neve;Járás.székhelye;Polgármesteri.hivatal..közös.önkormányzati.hivatal.kódja;Polgármesteri.hivatal..közös.önkormányzati.hivatal.székhelye;Terület...hektár.;Lakó.népesség;Lakások.száma;Becsült.terület.adatokkal;NemzetisegiOnkormanyzat_bolgár;NemzetisegiOnkormanyzat_görög;NemzetisegiOnkormanyzat_horvát;NemzetisegiOnkormanyzat_lengyel;NemzetisegiOnkormanyzat_német;NemzetisegiOnkormanyzat_örmény;NemzetisegiOnkormanyzat_roma;NemzetisegiOnkormanyzat_román;NemzetisegiOnkormanyzat_ruszin;NemzetisegiOnkormanyzat_szerb;NemzetisegiOnkormanyzat_szlovák;NemzetisegiOnkormanyzat_szlovén;NemzetisegiOnkormanyzat_ukrán
Demecser;4516;;17756;város;Szabolcs-Szatmár-Bereg;152 0;Kemecsei;Kemecse;2;[Helyben];3699;3810;1453;;;;;;;;1;;;;;;
Demjén;3395;;08660;község;Heves;104 0;Egri;Eger;5;Kerecsend;2508;997;336;;;;;;;;;;;;;;
Dencsháza;7915;;07773;község;Baranya;033 0;Szigetvári;Szigetvár;2;[Helyben];1398;507;207;;;;;;;;1;;;;;;
Dénesfa;9365;;32595;község;Győr-Moson-Sopron;088 0;Kapuvári;Kapuvár;5;Beled;1754;388;172;;;;;;;;;;;;;;
Derecske;4130;;05573;város;Hajdú-Bihar;096 1;Derecskei;Derecske;2;[Helyben];10359;8366;3401;;;;;;;;;;;;;;
Derekegyház;6621;;07834;község;Csongrád-Csanád;076 0;Szentesi;Szentes;2;[Helyben];5378;1352;661;;;;;;;;;;;;;;
Deszk;6772;;24077;község;Csongrád-Csanád;075 0;Szegedi;Szeged;1;–;5205;3990;1517;;;;;;;;;;;1;;;
Detek;3834;;10524;község;Borsod-Abaúj-Zemplén;056 0;Encsi;Encs;5;Szalaszend;968;267;124;;;;;;;;;;;;;;
Detk;3275;;09201;község;Heves;106 0;Gyöngyösi;Gyöngyös;5;Visonta;2808;1114;524;;;;;;;;;;;;;;
Dévaványa;5510;;24819;város;Békés;047 0;Gyomaendrődi;Gyomaendrőd;2;[Helyben];21655;6450;3200;;;;;;;;1;;;;;;
Devecser;8460;;32276;város;Veszprém;186 1;Devecseri;Devecser;1;–;6410;4137;1768;;;;;;;;1;;;;;;
Dinnyeberki;7683;;11952;község;Baranya;032 0;Szentlőrinci;Szentlőrinc;5;Bicsérd;850;87;40;;;;;;;;;;;;;;
Diósberény;7072;;11688;község;Tolna;174 0;Tamási;Tamási;5;Regöly;1775;270;181;;;;;;1;;;;;;;;
Diósd;2049;;24013;város;Pest;127 0;Érdi;Érd;1;–;575;11693;4383;;;;;;1;;1;;;;;;
Diósjenő;2643;;06743;község;Nógrád;119 0;Rétsági;Rétság;1;–;5750;2872;1186;;;;;;;;1;;;;;;
Dióskál;8764;;28778;község;Zala;193 0;Keszthelyi;Keszthely;5;Zalaapáti;1963;407;258;;;;;;;;1;;;;;;
Diósviszló;7817;;32373;község;Baranya;031 0;Siklósi;Siklós;2;[Helyben];1581;602;249;;;;;;;;1;;;;;;
Doba;8482;;10870;község;Veszprém;186 0;Devecseri;Devecser;5;Somlóvásárhely;2122;444;263;;;;;;;;;;;;;;
Doboz;5624;;33190;nagyközség;Békés;046 0;Békéscsabai;Békéscsaba;1;–;5447;3903;1891;;;;;;;;1;;;;;;
Dobri;8874;;25885;község;Zala;194 0;Lenti;Lenti;5;Lovászi;789;123;102;;;;;;;;;;;;;;
Dobronhegy;8989;;32708;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Teskánd;215;167;79;;;;;;;;;;;;;;
Dóc;6766;;30535;község;Csongrád-Csanád;075 0;Szegedi;Szeged;5;Sándorfalva;4943;661;288;;;;;;;;;;;;;;
Domaháza;3627;;25690;község;Borsod-Abaúj-Zemplén;062 0;Ózdi;Ózd;5;Hangony;2882;769;312;;;;;;;;1;;;;;;
Domaszék;6781;;13383;község;Csongrád-Csanád;075 0;Szegedi;Szeged;1;–;5215;4753;2149;;;;;;;;1;;;;;;
Dombegyház;5836;;24031;nagyközség;Békés;049 0;Mezőkovácsházai;Mezőkovácsháza;1;–;5794;1546;1011;;;;;;;;1;1;;;;;
Dombiratos;5745;;22132;község;Békés;049 0;Mezőkovácsházai;Mezőkovácsháza;5;Nagykamarás;1830;437;393;;;;;;;;;;;;;;
Dombóvár;7200;;07685;város;Tolna;171 1;Dombóvári;Dombóvár;2;[Helyben];7848;16752;8856;;;;1;;1;;1;;;;;;
Dombrád;4492;;14508;város;Szabolcs-Szatmár-Bereg;153 0;Kisvárdai;Kisvárda;2;[Helyben];5184;3512;1334;;;;;;;;1;;;;;;
Domony;2182;;04808;község;Pest;122 0;Aszódi;Aszód;1;–;2180;2209;879;;;;;;;;1;;;;;;
Domoszló;3263;;07515;község;Heves;106 0;Gyöngyösi;Gyöngyös;2;[Helyben];4022;1779;960;;;;;;;;;;;;;;
Dormánd;3374;;30261;község;Heves;105 0;Füzesabonyi;Füzesabony;5;Mezőtárkány;2006;891;376;;;;;;;;;;;;;;
Dorog;2510;;10490;város;Komárom-Esztergom;110 0;Esztergomi;Esztergom;1;–;1154;11272;5220;;;;;;1;;1;;;;1;;
Dorogháza;3153;;24439;község;Nógrád;117 0;Bátonyterenyei;Bátonyterenye;5;Mátramindszent;1768;934;564;;;;;;;;1;;;;;;
Dozmat;9791;;16151;község;Vas;181 0;Szombathelyi;Szombathely;5;Torony;854;346;125;;;;;;;;;;;;;;
Döbörhegy;9914;;20695;község;Vas;177 0;Körmendi;Körmend;5;Molnaszecsőd;1175;138;108;;;;;;;;;;;;;;
Döbröce;8357;;07782;község;Zala;198 0;Zalaszentgróti;Zalaszentgrót;5;Óhíd;270;92;51;;;;;;;;;;;;;;
Döbrököz;7228;;02565;község;Tolna;171 0;Dombóvári;Dombóvár;2;[Helyben];4313;1820;942;;;;;;1;;1;;;;;;
Döbrönte;8597;;29470;község;Veszprém;187 0;Pápai;Pápa;5;Pápakovácsi;1079;251;130;;;;;;1;;;;;;;;
Döge;4495;;03647;község;Szabolcs-Szatmár-Bereg;153 0;Kisvárdai;Kisvárda;1;–;1654;2016;734;;;;;;;;1;;;;;;
Dömös;2027;;06594;község;Komárom-Esztergom;110 0;Esztergomi;Esztergom;5;Pilismarót;2401;1148;480;;;;;;;;;;;;;;
Dömsöd;2344;;29647;nagyközség;Pest;134 0;Ráckevei;Ráckeve;1;–;7242;5948;2651;;;;;;;;1;;;;;;
Dör;9147;;21917;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;5;Szilsárkány;1101;642;226;;;;;;;;;;;;;;
Dörgicse;8244;;06363;község;Veszprém;185 0;Balatonfüredi;Balatonfüred;5;Balatonfüred;1911;312;179;;;;;;;;;;;;;;
Döröske;9913;;03036;község;Vas;177 0;Körmendi;Körmend;5;Molnaszecsőd;440;136;87;;;;;;;;;;;;;;
Dötk;8799;;16009;község;Zala;198 0;Zalaszentgróti;Zalaszentgrót;5;Kehidakustány;172;43;24;;;;;;;;;;;;;;
Dövény;3721;;06123;község;Borsod-Abaúj-Zemplén;063 0;Putnoki;Putnok;5;Felsőnyárád;1165;266;118;;;;;;;;1;;;;;;
Drágszél;6342;;07524;község;Bács-Kiskun;037 0;Kalocsai;Kalocsa;5;Miske;1259;252;148;;;;;;;;;;;;;;
Drávacsehi;7849;;28617;község;Baranya;031 0;Siklósi;Siklós;5;Kovácshida;740;155;74;;;;;;;;;;;;;;
Drávacsepely;7846;;28121;község;Baranya;031 0;Siklósi;Siklós;5;Kovácshida;660;178;89;;;;;;;;;;;;;;
Drávafok;7967;;17419;község;Baranya;030 0;Sellyei;Sellye;5;Sellye;2390;426;210;;;;1;;;;1;;;;;;
Drávagárdony;7977;;13611;község;Somogy;140 0;Barcsi;Barcs;5;Darány;627;135;59;;;;;;;;;;;;;;
Drávaiványi;7960;;32391;község;Baranya;030 0;Sellyei;Sellye;5;Sellye;1101;154;82;;;;;;;;1;;;;;;
Drávakeresztúr;7967;;09159;község;Baranya;030 0;Sellyei;Sellye;5;Sellye;1297;110;98;;;;1;;;;;;;;;;
Drávapalkonya;7850;;22734;község;Baranya;031 0;Siklósi;Siklós;5;Kovácshida;1013;268;107;;;;;;;;1;;;;;;
Drávapiski;7843;;12380;község;Baranya;031 0;Siklósi;Siklós;5;Kovácshida;491;99;42;;;;;;;;;;;;;;
Drávaszabolcs;7851;;28608;község;Baranya;031 0;Siklósi;Siklós;5;Kovácshida;1122;663;287;;;;;;;;1;;;;;;
Drávaszerdahely;7847;;30030;község;Baranya;031 0;Siklósi;Siklós;5;Kovácshida;624;150;76;;;;;;;;;;;;;;
Drávasztára;7960;;21698;község;Baranya;030 0;Sellyei;Sellye;5;Sellye;1818;348;216;;;;1;;;;;;;;;;
Drávatamási;7979;;15884;község;Somogy;140 0;Barcsi;Barcs;5;Darány;845;292;103;;;;1;;;;;;;;;;
Drégelypalánk;2646;;08156;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;2;[Helyben];2218;1322;631;;;;;;;;;;;;;;
Dubicsány;3635;;27669;község;Borsod-Abaúj-Zemplén;063 0;Putnoki;Putnok;5;Putnok;1300;238;115;;;;;;;;;;;;;;
Dudar;8416;;02936;község;Veszprém;192 0;Zirci;Zirc;2;[Helyben];2458;1646;654;;;;;;;;;;;;;;
Duka;9556;;02927;község;Vas;176 0;Celldömölki;Celldömölk;5;Jánosháza;1524;231;156;;;;;;;;;;;;;;
Dunaalmás;2545;;33835;község;Komárom-Esztergom;114 0;Tatai;Tata;5;Tata;1483;1836;738;;;;;;;;;;;;;;
Dunabogdány;2023;;25362;község;Pest;135 0;Szentendrei;Szentendre;1;–;2550;3256;1450;;;;;;1;;;;;;;;
Dunaegyháza;6323;;21069;község;Bács-Kiskun;043 0;Kunszentmiklósi;Kunszentmiklós;5;Apostag;1012;1433;723;;;;;;;;1;;;;1;;
Dunafalva;6513;;12566;község;Bács-Kiskun;035 0;Bajai;Baja;5;Szeremle;5790;800;567;;;;;;1;;;;;;;;
Dunaföldvár;7020;;31501;város;Tolna;172 0;Paksi;Paks;1;–;11142;8249;4008;;;;;;;;1;;;;;;
Dunaharaszti;2330;;09584;város;Pest;136 0;Szigetszentmiklósi;Szigetszentmiklós;1;–;2917;23700;9196;;;;;;1;;1;;;;;;
Dunakeszi;2120;;18616;város;Pest;126 1;Dunakeszi;Dunakeszi;1;–;3106;42630;18584;;1;;;1;1;;1;;;;;;1
Dunakiliti;9225;;27739;község;Győr-Moson-Sopron;089 0;Mosonmagyaróvári;Mosonmagyaróvár;2;[Helyben];3364;2079;882;;;;;;;;;;;;;;
Dunapataj;6328;;07861;nagyközség;Bács-Kiskun;037 0;Kalocsai;Kalocsa;1;–;9047;3015;1635;;;;;;;;1;;;;;;
Dunaremete;9235;;02079;község;Győr-Moson-Sopron;089 0;Mosonmagyaróvári;Mosonmagyaróvár;5;Darnózseli;436;255;115;;;;;;;;;;;;;;
Dunaszeg;9174;;21078;község;Győr-Moson-Sopron;087 0;Győri;Győr;2;[Helyben];1726;2324;875;;;;;;;;;;;;;;
Dunaszekcső;7712;;09186;község;Baranya;027 0;Mohácsi;Mohács;2;[Helyben];3675;1723;920;;;;;;1;;1;;;;;;
Dunaszentbenedek;6333;;11606;község;Bács-Kiskun;037 0;Kalocsai;Kalocsa;5;Géderlak;2324;734;415;;;;;;;;;;;;;;
Dunaszentgyörgy;7135;;09539;község;Tolna;172 0;Paksi;Paks;2;[Helyben];3763;2408;1041;;;;;;;;;;;;;;
Dunaszentmiklós;2897;;24101;község;Komárom-Esztergom;114 0;Tatai;Tata;5;Tata;778;554;264;;;;;;1;;;;;;;;
Dunaszentpál;9175;;15875;község;Győr-Moson-Sopron;087 0;Győri;Győr;2;[Helyben];981;739;281;;;;;;;;;;;;;;
Dunasziget;9226;;10454;község;Győr-Moson-Sopron;089 0;Mosonmagyaróvári;Mosonmagyaróvár;5;Rajka;3588;1836;757;;;;;;;;;;;;;;
Dunatetétlen;6325;;14766;község;Bács-Kiskun;037 0;Kalocsai;Kalocsa;5;Harta;4319;501;256;;;;;;;;;;;;;;
Dunaújváros;2400;;03115;megyei jogú város;Fejér;078 1;Dunaújvárosi;Dunaújváros;1;–;5283;41193;23057;;;;1;1;;;1;;1;1;;;
Dunaújváros;2407;Pálhalma;03115;megyei jogú város;Fejér;078 1;Dunaújvárosi;Dunaújváros;1;–;5283;41193;23057;;;;1;1;;;1;;1;1;;;
Dunavarsány;2336;;20534;város;Pest;136 0;Szigetszentmiklósi;Szigetszentmiklós;2;[Helyben];2252;8987;3392;;;;;;1;;1;;;;;;
Dunavecse;6087;;07612;város;Bács-Kiskun;043 0;Kunszentmiklósi;Kunszentmiklós;1;–;6677;3894;1681;;;;;;;;1;;;;;;
Dusnok;6353;;04109;község;Bács-Kiskun;037 0;Kalocsai;Kalocsa;1;–;5747;2591;1234;;;;1;;1;;1;;;;;;
Dúzs;7224;;19202;község;Tolna;174 0;Tamási;Tamási;5;Hőgyész;1127;222;110;;;;;;;;;;;;;;
Ebergőc;9451;;26347;község;Győr-Moson-Sopron;091 0;Soproni;Sopron;5;Sopronkövesd;502;146;83;;;;;;;;;;;;;;
Ebes;4211;;14614;község;Hajdú-Bihar;100 0;Hajdúszoboszlói;Hajdúszoboszló;1;–;7730;4627;1712;;;;;;;;;;;;;;
Écs;9083;;16708;község;Győr-Moson-Sopron;090 0;Pannonhalmi;Pannonhalma;2;[Helyben];1984;2302;864;;;;;;;;;;;;;;
Ecséd;3013;;17181;község;Heves;107 0;Hatvani;Hatvan;1;–;4160;3138;1405;;;;;;;;1;;;;;;
Ecseg;3053;;04251;község;Nógrád;118 0;Pásztói;Pásztó;2;[Helyben];2410;1140;511;;;;;;;;1;;;;;;
Ecsegfalva;5515;;09432;község;Békés;047 0;Gyomaendrődi;Gyomaendrőd;5;Dévaványa;7899;1008;502;;;;;;;;;;;;;;
Ecseny;7457;;10861;község;Somogy;143 0;Kaposvári;Kaposvár;5;Mernye;1292;204;152;;;;;;;;;;;;;;
Ecser;2233;;24518;nagyközség;Pest;139 0;Vecsési;Vecsés;1;–;1310;4109;1669;;;;;;;;;;;;1;;
Edde;7443;;03489;község;Somogy;143 0;Kaposvári;Kaposvár;5;Somogyjád;851;167;83;;;;;;;;;;;;;;
Edelény;3783;Finke;10728;város;Borsod-Abaúj-Zemplén;055 1;Edelényi;Edelény;2;[Helyben];5682;9032;3469;;;;;1;;;1;;1;;;;
Edelény;3780;;10728;város;Borsod-Abaúj-Zemplén;055 1;Edelényi;Edelény;2;[Helyben];5682;9032;3469;;;;;1;;;1;;1;;;;
Edve;9343;;22442;község;Győr-Moson-Sopron;088 0;Kapuvári;Kapuvár;5;Beled;505;100;72;;;;;;;;;;;;;;
Eger;3300;;20491;megyeszékhely, megyei jogú város;Heves;104 1;Egri;Eger;1;–;9221;48686;27299;;;;;1;;;1;;1;;;;
Egerág;7763;;28918;község;Baranya;028 0;Pécsi;Pécs;5;Kozármisleny;1301;962;356;;;;;;;;;;;;;;
Egeralja;8497;;33871;község;Veszprém;186 0;Devecseri;Devecser;5;Somlóvásárhely;893;215;112;;;;;;;;;;;;;;
Egeraracsa;8765;;24262;község;Zala;193 0;Keszthelyi;Keszthely;5;Zalaapáti;703;333;167;;;;;;;;;;;;;;
Egerbakta;3321;;12821;község;Heves;104 0;Egri;Eger;2;[Helyben];3237;1404;525;;;;;;;;1;;;;;;
Egerbocs;3337;;26019;község;Heves;104 0;Egri;Eger;5;Egercsehi;1595;479;266;;;;;;;;;;;;;;
Egercsehi;3341;;16610;község;Heves;104 0;Egri;Eger;2;[Helyben];1039;1204;636;;;;;;;;1;;;;;;
Egerfarmos;3379;;02981;község;Heves;105 0;Füzesabonyi;Füzesabony;5;Szihalom;2380;658;320;;;;;;;;;;;;;;
Egerlövő;3461;;05865;község;Borsod-Abaúj-Zemplén;060 0;Mezőkövesdi;Mezőkövesd;5;Mezőkövesd;1978;507;279;;;;;;;;;;;;;;
Egerszalók;3394;;24758;község;Heves;104 0;Egri;Eger;2;[Helyben];2311;1948;817;;;;;;;;1;;;;;;
Egerszólát;3328;;13648;község;Heves;104 0;Egri;Eger;5;Egerszalók;2610;1010;447;;;;;;;;;;;;;;
Égerszög;3757;;13356;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Perkupa;1077;51;46;;;;;;;;;;;;;;
Egervár;8913;;33428;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;2;[Helyben];1028;1054;397;;;;;;;;;;;;;;
Egervölgy;9684;;28796;község;Vas;182 0;Vasvári;Vasvár;5;Kám;886;337;218;;;;;;;;;;;;;;
Egyed;9314;;20288;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;5;Rábapordány;1343;473;229;;;;;;;;;;;;;;
Egyek;4069;;15741;nagyközség;Hajdú-Bihar;093 0;Balmazújvárosi;Balmazújváros;1;–;10475;4772;2174;;;;;;;;1;;;;;;
Egyek;4067;Telekháza;15741;nagyközség;Hajdú-Bihar;093 0;Balmazújvárosi;Balmazújváros;1;–;10475;4772;2174;;;;;;;;1;;;;;;
Egyházasdengeleg;3043;;17659;község;Nógrád;118 0;Pásztói;Pásztó;5;Héhalom;1574;388;214;;;;;;;;;;;;1;;
Egyházasfalu;9473;;15237;község;Győr-Moson-Sopron;091 0;Soproni;Sopron;5;Iván;2165;853;355;;;;;;;;;;;;;;
Egyházasgerge;3185;;05980;község;Nógrád;120 0;Salgótarjáni;Salgótarján;5;Mihálygerge;1537;655;359;;;;;;;;1;;;;;;
Egyházasharaszti;7824;;16498;község;Baranya;031 0;Siklósi;Siklós;5;Nagyharsány;1099;352;123;;;;;;;;1;;;;;;
Egyházashetye;9554;;10232;község;Vas;176 0;Celldömölki;Celldömölk;5;Jánosháza;1320;301;178;;;;;;;;;;;;;;
Egyházashollós;9781;;30429;község;Vas;177 0;Körmendi;Körmend;5;Egyházasrádóc;1904;519;261;;;;;;;;;;;;;;
Egyházaskesző;8523;;10445;község;Veszprém;187 0;Pápai;Pápa;5;Csót;2012;448;234;;;;;;;;;;;;;;
Egyházaskozár;7347;;27401;község;Baranya;026 0;Komlói;Komló;2;[Helyben];2431;667;334;;;;;;1;;;;;;;;
Egyházasrádóc;9783;;25946;község;Vas;177 0;Körmendi;Körmend;2;[Helyben];2479;1282;529;;;;;;;;;;;;;;
Elek;5742;;32957;város;Békés;048 0;Gyulai;Gyula;2;[Helyben];5491;4231;1992;;;;;;1;;1;1;;;1;;
Ellend;7744;;06099;község;Baranya;028 0;Pécsi;Pécs;5;Bogád;799;220;101;;;;;;;;;;;;;;
Előszállás;2424;;20358;nagyközség;Fejér;078 0;Dunaújvárosi;Dunaújváros;1;–;3998;2363;947;;;;;;;;1;;;;;;
Emőd;3432;;04677;város;Borsod-Abaúj-Zemplén;061 0;Miskolci;Miskolc;1;–;4937;4712;1916;;;;;1;;;1;;;;;;
Encs;3860;;33048;város;Borsod-Abaúj-Zemplén;056 1;Encsi;Encs;1;–;2580;6032;2195;;;;;;;;1;;;;;;
Encsencs;4374;;32328;község;Szabolcs-Szatmár-Bereg;156 0;Nyírbátori;Nyírbátor;2;[Helyben];3191;1768;652;;;;;;;;1;;;;;;
Endrefalva;3165;;25496;község;Nógrád;121 0;Szécsényi;Szécsény;2;[Helyben];1323;1116;443;;;;;;;;1;;;;;;
Endrőc;7973;;28273;község;Baranya;033 0;Szigetvári;Szigetvár;5;Kétújfalu;1133;314;132;;;;;;;;;;;;;;
Enese;9143;;15033;község;Győr-Moson-Sopron;087 0;Győri;Győr;2;[Helyben];1989;1873;674;;;;;;;;;;;;;;
Enying;8130;;02802;város;Fejér;079 1;Enyingi;Enying;1;–;8278;6483;2632;;;;;;;;;;;;;;
Enying;8131;Balatonbozsok;02802;város;Fejér;079 1;Enyingi;Enying;1;–;8278;6483;2632;;;;;;;;;;;;;;
Eperjes;6624;;22992;község;Csongrád-Csanád;076 0;Szentesi;Szentes;5;Derekegyház;7389;371;310;;;;;;;;;;;;;;
Eperjeske;4646;;18528;község;Szabolcs-Szatmár-Bereg;160 0;Záhonyi;Záhony;2;[Helyben];1355;1017;396;;;;;;;;1;;;;;;
Eplény;8413;;33941;község;Veszprém;191 0;Veszprémi;Veszprém;5;Veszprém;828;539;197;;;;;;;;;;;;;;
Epöl;2526;;29638;község;Komárom-Esztergom;110 0;Esztergomi;Esztergom;5;Bajna;1252;610;270;;;;;;;;;;;;;;
Ercsi;2451;;23603;város;Fejér;081 0;Martonvásári;Martonvásár;1;–;6531;7986;3106;;;;1;;;;1;;;;;;
Ercsi;2453;Sinatelep;23603;város;Fejér;081 0;Martonvásári;Martonvásár;1;–;6531;7986;3106;;;;1;;;;1;;;;;;
Érd;2030;;30988;megyei jogú város;Pest;127 1;Érdi;Érd;1;–;6331;71495;26643;;;1;1;1;1;1;1;;1;1;;;1
Erdőbénye;3932;;25326;község;Borsod-Abaúj-Zemplén;069 0;Tokaji;Tokaj;5;Bodrogkeresztúr;4580;915;712;;;;;;;;1;;;;;;
Erdőhorváti;3935;;22503;község;Borsod-Abaúj-Zemplén;064 0;Sárospataki;Sárospatak;5;Tolcsva;5011;523;317;;;;;;;;1;;1;;;;
Erdőkertes;2113;;13480;község;Pest;128 0;Gödöllői;Gödöllő;1;–;575;10026;3537;;;;;;;;1;;;;;;
Erdőkövesd;3252;;28556;község;Heves;109 0;Pétervásárai;Pétervására;5;Pétervására;1718;634;300;;;;;;;;1;;;;;;
Erdőkürt;2176;;22655;község;Nógrád;118 0;Pásztói;Pásztó;5;Héhalom;2172;450;266;;;;;;;;;;;;1;;
Erdősmárok;7735;;25821;község;Baranya;027 0;Mohácsi;Mohács;5;Himesháza;814;83;53;;;;;;;;;;;;;;
Erdősmecske;7723;;18704;község;Baranya;029 0;Pécsváradi;Pécsvárad;5;Erzsébet;2644;309;174;;;;;;1;;;;;;;;
Erdőtarcsa;2177;;21795;község;Nógrád;118 0;Pásztói;Pásztó;5;Kálló;1507;519;230;;;;;;;;1;;;;;;
Erdőtelek;3358;;24235;község;Heves;108 0;Hevesi;Heves;1;–;4490;3291;1363;;;;;;;;1;;;;;;
Erk;3295;;20118;község;Heves;108 0;Hevesi;Heves;5;Tarnaörs;2168;1014;312;;;;;;;;1;;;;;;
Érpatak;4245;;10852;község;Szabolcs-Szatmár-Bereg;155 0;Nagykállói;Nagykálló;5;Bököny;3164;1616;636;;;;;;;;1;;;;;;
Érsekcsanád;6347;;11864;község;Bács-Kiskun;035 0;Bajai;Baja;1;–;5829;2756;1052;;;;;;1;;1;;;;;;
Érsekhalma;6348;;33589;község;Bács-Kiskun;035 0;Bajai;Baja;5;Nemesnádudvar;2756;539;258;;;;;;;;;;;;;;
Érsekvadkert;2659;;21582;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;1;–;5538;3393;1385;;;;;;;;1;;;;;;
Értény;7093;;08448;község;Tolna;174 0;Tamási;Tamási;5;Iregszemcse;2995;706;262;;;;;;;;1;;;;;;
Erzsébet;7661;;13499;község;Baranya;029 0;Pécsváradi;Pécsvárad;2;[Helyben];975;247;131;;;;;;1;;;;;;;;
Esztár;4124;;25469;község;Hajdú-Bihar;096 0;Derecskei;Derecske;2;[Helyben];3171;1234;506;;;;;;;;1;;;;;;
Eszteregnye;8882;;06178;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Murakeresztúr;2008;630;286;;;;;;;;;;;;;;
Esztergályhorváti;8742;;15769;község;Zala;193 0;Keszthelyi;Keszthely;5;Zalaapáti;1668;439;216;;;;;;;;;;;;;;
Esztergom;2500;;25131;megyei jogú város;Komárom-Esztergom;110 1;Esztergomi;Esztergom;1;–;10011;28521;12440;;;;;1;1;;1;;;;1;;
Esztergom;2508;Pilisszentlélek;25131;megyei jogú város;Komárom-Esztergom;110 1;Esztergomi;Esztergom;1;–;10011;28521;12440;;;;;1;1;;1;;;;1;;
Esztergom;2509;Kertváros;25131;megyei jogú város;Komárom-Esztergom;110 1;Esztergomi;Esztergom;1;–;10011;28521;12440;;;;;1;1;;1;;;;1;;
Ete;2947;;06664;község;Komárom-Esztergom;111 0;Kisbéri;Kisbér;5;Tárkány;2062;567;243;;;;;;;;;;;;;;
Etes;3136;;15370;község;Nógrád;120 0;Salgótarjáni;Salgótarján;2;[Helyben];1580;1294;685;;;;;;;;1;;;;;;
Etyek;2091;;02316;nagyközség;Fejér;077 0;Bicskei;Bicske;1;–;5327;4510;1701;;;;;;1;;1;;;;;;
Fábiánháza;4354;;23250;község;Szabolcs-Szatmár-Bereg;154 0;Mátészalkai;Mátészalka;2;[Helyben];2735;1644;754;;;;;;;;1;;;;;;
Fábiánsebestyén;6625;;19974;község;Csongrád-Csanád;076 0;Szentesi;Szentes;2;[Helyben];7173;1847;897;;;;;;;;;;;;;;
Fácánkert;7136;;24192;község;Tolna;175 0;Tolnai;Tolna;5;Tolna;1070;652;279;;;;;;;;;;;;;;
Fadd;7133;;18980;nagyközség;Tolna;175 0;Tolnai;Tolna;1;–;6754;4035;1642;;;;;;;;1;;;;;;
Fáj;3865;;02741;község;Borsod-Abaúj-Zemplén;056 0;Encsi;Encs;5;Szalaszend;1933;510;86;;;;;;;;1;;;;;;
Fajsz;6352;;03230;község;Bács-Kiskun;037 0;Kalocsai;Kalocsa;2;[Helyben];3199;1549;818;;;;;;;;1;;;;;;
Fancsal;3855;;12557;község;Borsod-Abaúj-Zemplén;056 0;Encsi;Encs;5;Forró;977;309;153;;;;;;;;;;;;;;
Farád;9321;;33996;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;2;[Helyben];2879;1890;770;;;;;;;;;;;;;;
Farkasgyepű;8582;;10250;község;Veszprém;183 0;Ajkai;Ajka;5;Városlőd;1005;400;172;;;;;;1;;;;;;;;
Farkaslyuk;3608;;34272;község;Borsod-Abaúj-Zemplén;062 0;Ózdi;Ózd;5;Nekézseny;502;1890;538;;;;;;;;1;;;;;;
Farmos;2765;;09122;község;Pest;131 0;Nagykátai;Nagykáta;1;–;4012;3414;1562;;;;;;;;;;;;;;
Fazekasboda;7732;;17835;község;Baranya;029 0;Pécsváradi;Pécsvárad;5;Erzsébet;702;179;98;;;;;;1;;;;;;;;
Fedémes;3255;;12432;község;Heves;109 0;Pétervásárai;Pétervására;5;Tarnalelesz;862;282;170;;;;;;;;;;;;;;
Fegyvernek;5213;Szapárfalu;16647;város;Jász-Nagykun-Szolnok;169 0;Törökszentmiklósi;Törökszentmiklós;1;–;7148;6000;2594;;;;;;;;1;;;;;;
Fegyvernek;5231;;16647;város;Jász-Nagykun-Szolnok;169 0;Törökszentmiklósi;Törökszentmiklós;1;–;7148;6000;2594;;;;;;;;1;;;;;;
Fehérgyarmat;4900;;18971;város;Szabolcs-Szatmár-Bereg;150 1;Fehérgyarmati;Fehérgyarmat;1;–;5245;6809;3245;;;;;;;;1;;;;;;
Fehértó;9163;;06956;község;Győr-Moson-Sopron;087 0;Győri;Győr;5;Enese;1138;472;224;;;;;;;;;;;;;;
Fehérvárcsurgó;8052;;32203;község;Fejér;082 0;Móri;Mór;1;–;2964;2098;847;;;;;;;;;;;;;;
Feked;7724;;04543;község;Baranya;027 0;Mohácsi;Mohács;5;Palotabozsok;1933;187;119;;;;;;1;;;;;;;;
Feketeerdő;9211;;32717;község;Győr-Moson-Sopron;089 0;Mosonmagyaróvári;Mosonmagyaróvár;5;Dunakiliti;674;676;261;;;;;;;;;;;;;;
Felcsút;8086;;29939;község;Fejér;077 0;Bicskei;Bicske;2;[Helyben];2202;2014;725;;;;;;;;;;;;;;
